ID,SALARY,SEX,EDUCATION,MARRIAGE,AGE,AVERAGE PAYMENT DELAY,DEFAULT
12893,"130,000.00",2,2,1,36,1,0
12894,"320,000.00",2,2,1,39,0,0
12895,"30,000.00",2,2,2,27,2,1
12896,"50,000.00",2,2,2,25,0,0
12897,"380,000.00",2,2,2,27,0,0
12898,"20,000.00",2,2,2,22,2,1
12899,"50,000.00",1,2,2,31,2,0
12900,"140,000.00",2,1,2,28,-1,0
12901,"150,000.00",2,3,1,46,1,1
12902,"370,000.00",1,1,2,36,0,1
12903,"100,000.00",2,1,1,41,0,0
12904,"100,000.00",1,3,2,27,0,0
12905,"50,000.00",1,2,1,29,3,1
12906,"400,000.00",2,1,2,33,-1,0
12907,"250,000.00",2,1,1,43,-2,0
12908,"150,000.00",2,3,1,45,1,0
12909,"120,000.00",1,3,2,37,2,1
12910,"260,000.00",2,1,2,31,0,0
12911,"90,000.00",2,2,2,23,0,0
12912,"130,000.00",1,1,1,39,2,0
12913,"50,000.00",2,2,2,29,1,1
12914,"120,000.00",2,2,1,29,1,1
12915,"140,000.00",1,3,2,33,-1,0
12916,"170,000.00",2,1,2,34,0,0
12917,"330,000.00",2,3,2,31,-1,0
12918,"210,000.00",1,2,1,33,-2,1
12919,"300,000.00",1,1,1,39,0,1
12920,"130,000.00",2,2,1,39,0,0
12921,"360,000.00",2,1,2,29,0,0
12922,"150,000.00",1,2,2,26,2,0
12923,"90,000.00",2,2,2,33,2,1
12924,"260,000.00",2,1,1,61,1,0
12925,"30,000.00",2,3,1,21,4,1
12926,"80,000.00",2,2,1,45,0,0
12927,"500,000.00",2,1,1,33,-2,0
12928,"20,000.00",2,2,1,33,0,0
12929,"60,000.00",1,3,2,36,0,0
12930,"210,000.00",1,2,2,37,0,0
12931,"50,000.00",1,1,2,24,0,1
12932,"350,000.00",1,2,2,32,0,0
12933,"200,000.00",1,2,2,37,1,0
12934,"280,000.00",2,1,2,28,0,0
12935,"230,000.00",1,1,1,41,-2,0
12936,"200,000.00",2,1,1,35,2,1
12937,"220,000.00",2,1,1,32,1,0
12938,"160,000.00",2,2,2,30,-1,0
12939,"200,000.00",2,2,2,29,0,0
12940,"60,000.00",2,2,1,45,0,0
12941,"60,000.00",2,3,1,33,0,0
12942,"380,000.00",1,1,1,36,-1,0
12943,"240,000.00",1,1,1,38,1,0
12944,"70,000.00",2,2,2,30,0,0
12945,"180,000.00",2,3,1,33,-1,0
12946,"150,000.00",2,2,2,42,-1,0
12947,"140,000.00",1,1,2,34,2,1
12948,"200,000.00",1,2,2,25,0,1
12949,"130,000.00",2,1,2,24,2,1
12950,"180,000.00",2,2,1,30,0,0
12951,"50,000.00",2,2,2,30,-1,0
12952,"80,000.00",2,2,2,24,1,0
12953,"40,000.00",2,2,1,23,2,0
12954,"210,000.00",2,1,1,36,-2,0
12955,"150,000.00",2,1,2,29,-1,0
12956,"280,000.00",2,1,2,62,2,1
12957,"100,000.00",1,2,2,28,0,0
12958,"100,000.00",1,2,1,33,2,1
12959,"50,000.00",1,3,2,23,2,1
12960,"150,000.00",2,3,1,25,0,0
12961,"20,000.00",1,1,2,40,0,0
12962,"270,000.00",2,1,1,50,-1,0
12963,"20,000.00",2,2,1,28,2,1
12964,"50,000.00",2,1,2,28,2,1
12965,"250,000.00",1,2,1,53,0,0
12966,"80,000.00",2,1,2,33,0,0
12967,"400,000.00",1,2,1,40,7,1
12968,"50,000.00",1,1,2,35,1,0
12969,"50,000.00",2,2,1,53,-1,0
12970,"50,000.00",2,1,1,34,0,0
12971,"280,000.00",2,2,1,44,0,0
12972,"240,000.00",2,1,2,29,-1,1
12973,"30,000.00",2,2,1,27,2,1
12974,"250,000.00",1,1,2,29,-1,0
12976,"60,000.00",2,2,2,23,0,0
12977,"50,000.00",1,2,1,35,1,0
12978,"160,000.00",1,2,1,33,0,0
12979,"100,000.00",1,2,1,44,0,0
12980,"70,000.00",1,1,2,31,0,0
12981,"200,000.00",2,2,2,35,-1,0
12982,"500,000.00",2,1,2,51,-1,0
12983,"180,000.00",2,1,2,28,1,0
12984,"30,000.00",1,1,2,31,0,0
12985,"360,000.00",1,1,1,51,0,0
12986,"150,000.00",1,1,2,36,0,0
12987,"80,000.00",1,2,2,26,2,1
12988,"150,000.00",2,1,2,25,0,0
12989,"230,000.00",1,2,1,50,-2,0
12990,"100,000.00",2,2,2,36,-1,0
12991,"60,000.00",2,3,1,36,1,1
12992,"50,000.00",1,1,2,23,0,0
12993,"20,000.00",1,2,2,22,3,1
12994,"290,000.00",2,1,2,30,-1,0
12995,"110,000.00",1,1,2,29,0,0
12996,"50,000.00",2,2,2,22,0,0
12997,"230,000.00",2,2,1,43,2,1
12998,"50,000.00",1,2,2,30,2,1
12999,"150,000.00",2,2,2,26,0,0
13000,"20,000.00",1,2,1,40,-1,1
13001,"90,000.00",2,3,1,45,1,1
13002,"60,000.00",2,1,2,26,-2,0
13003,"80,000.00",1,1,2,26,0,0
13004,"280,000.00",1,2,1,25,-1,0
13005,"230,000.00",2,1,1,36,-2,0
13006,"100,000.00",2,3,2,58,0,0
13007,"80,000.00",2,1,2,24,-1,0
13008,"60,000.00",2,2,1,41,0,0
13009,"70,000.00",1,2,1,35,0,0
13010,"110,000.00",2,2,1,49,-2,0
13011,"60,000.00",1,2,2,26,-1,0
13012,"110,000.00",1,2,2,26,0,0
13013,"120,000.00",1,3,1,54,-1,0
13014,"280,000.00",2,2,2,43,-1,0
13015,"50,000.00",2,2,2,23,0,0
13016,"20,000.00",2,1,2,22,-1,0
13017,"240,000.00",2,1,2,30,-1,0
13018,"50,000.00",1,2,2,22,0,0
13019,"200,000.00",2,2,2,27,0,0
13020,"320,000.00",1,2,2,28,0,0
13021,"20,000.00",1,2,1,56,3,1
13022,"50,000.00",1,2,2,44,0,1
13023,"180,000.00",1,2,1,41,-1,1
13024,"80,000.00",1,1,1,28,0,0
13025,"240,000.00",2,2,1,48,-2,1
13026,"260,000.00",2,2,2,28,-1,0
13027,"80,000.00",2,1,1,40,1,0
13028,"80,000.00",1,2,1,40,0,1
13029,"100,000.00",1,2,1,47,0,0
13030,"20,000.00",1,2,1,64,-1,1
13031,"130,000.00",2,2,2,31,0,0
13032,"120,000.00",2,2,1,28,1,0
13033,"90,000.00",2,2,1,35,0,0
13034,"180,000.00",2,2,2,25,-1,0
13035,"80,000.00",2,1,2,32,0,0
13036,"130,000.00",1,2,1,45,-1,1
13037,"230,000.00",2,1,2,26,-1,0
13038,"130,000.00",2,1,2,26,-1,1
13039,"190,000.00",1,2,2,33,0,0
13040,"210,000.00",2,1,2,31,0,0
13041,"20,000.00",2,3,1,52,0,0
13042,"20,000.00",1,1,2,23,0,0
13043,"280,000.00",2,2,2,30,0,0
13044,"500,000.00",2,1,1,47,0,0
13045,"230,000.00",1,1,1,39,-1,1
13046,"130,000.00",1,2,1,31,2,1
13047,"660,000.00",1,1,2,40,0,0
13048,"350,000.00",2,3,1,50,-1,0
13049,"40,000.00",1,3,2,24,2,1
13050,"50,000.00",2,3,1,33,1,1
13051,"20,000.00",1,2,1,43,2,1
13052,"80,000.00",2,2,1,35,0,0
13053,"50,000.00",2,2,2,23,0,0
13054,"290,000.00",1,2,1,40,0,0
13055,"80,000.00",2,1,2,27,-1,0
13056,"230,000.00",1,3,2,29,1,0
13057,"30,000.00",2,2,1,29,2,0
13058,"200,000.00",2,1,2,29,-1,0
13059,"50,000.00",2,2,2,26,2,1
13060,"50,000.00",1,2,1,57,4,0
13061,"200,000.00",2,1,1,48,-2,0
13062,"20,000.00",1,2,2,23,0,0
13063,"50,000.00",2,3,2,48,0,0
13064,"90,000.00",1,1,2,31,0,1
13065,"30,000.00",2,2,2,23,0,0
13066,"80,000.00",2,2,2,30,0,0
13067,"20,000.00",1,2,2,31,1,0
13068,"50,000.00",2,1,2,30,0,0
13069,"100,000.00",1,1,2,33,0,0
13070,"210,000.00",2,1,2,28,-2,0
13071,"500,000.00",2,1,1,38,1,0
13072,"30,000.00",1,2,2,25,0,1
13073,"160,000.00",2,2,1,41,2,1
13074,"180,000.00",2,1,2,28,-2,0
13075,"490,000.00",2,1,1,37,-1,0
13076,"50,000.00",1,1,2,29,-1,0
13077,"130,000.00",1,1,2,27,0,0
13078,"50,000.00",2,2,2,34,1,1
13079,"200,000.00",2,1,1,58,-1,0
13080,"50,000.00",2,1,2,27,1,1
13081,"180,000.00",2,1,2,33,0,0
13082,"500,000.00",2,1,2,39,-2,1
13083,"210,000.00",2,2,1,46,-1,1
13084,"20,000.00",1,1,2,35,3,1
13086,"140,000.00",1,3,2,29,0,0
13087,"20,000.00",1,3,2,51,-2,1
13088,"420,000.00",2,1,2,29,0,0
13089,"180,000.00",2,1,2,29,-1,0
13090,"290,000.00",1,2,2,28,0,0
13091,"190,000.00",2,1,2,40,0,0
13092,"360,000.00",1,1,1,39,-1,0
13093,"20,000.00",1,2,1,53,2,1
13094,"260,000.00",2,2,1,32,0,0
13095,"20,000.00",1,3,1,55,1,0
13096,"50,000.00",1,3,1,52,0,0
13097,"250,000.00",1,1,1,55,1,0
13098,"30,000.00",2,2,1,26,-2,0
13099,"460,000.00",1,2,2,30,0,0
13100,"80,000.00",1,2,2,26,0,0
13101,"60,000.00",2,2,1,35,1,0
13102,"80,000.00",2,2,2,26,0,0
13103,"90,000.00",2,2,1,28,-1,1
13104,"50,000.00",2,2,2,34,0,0
13105,"50,000.00",1,3,2,50,0,0
13106,"360,000.00",2,1,1,41,1,1
13107,"360,000.00",2,1,1,49,1,0
13108,"230,000.00",2,1,2,29,0,0
13109,"240,000.00",2,2,1,39,-1,0
13110,"110,000.00",2,2,1,27,0,0
13111,"210,000.00",2,2,1,28,-2,1
13112,"300,000.00",2,1,2,28,0,0
13113,"200,000.00",1,3,1,65,0,0
13114,"220,000.00",1,2,2,29,0,0
13115,"90,000.00",2,3,1,45,-1,0
13116,"210,000.00",2,2,1,44,0,0
13117,"500,000.00",1,1,2,31,-2,0
13118,"160,000.00",2,1,2,33,-1,0
13119,"140,000.00",2,1,1,47,0,0
13120,"120,000.00",2,1,1,42,0,0
13121,"80,000.00",1,2,2,46,0,0
13122,"240,000.00",2,2,1,38,0,0
13123,"170,000.00",2,1,2,30,0,0
13124,"30,000.00",1,2,2,38,0,0
13125,"260,000.00",2,1,1,31,-1,0
13126,"400,000.00",1,1,1,34,-2,0
13127,"500,000.00",2,2,1,31,0,0
13128,"100,000.00",2,1,2,32,1,1
13129,"240,000.00",1,1,1,39,0,0
13130,"10,000.00",1,3,1,53,-1,0
13131,"80,000.00",2,2,1,36,-1,0
13132,"60,000.00",1,2,2,28,0,0
13133,"200,000.00",2,1,2,38,-2,0
13134,"260,000.00",2,2,2,41,0,1
13135,"260,000.00",2,2,1,39,0,1
13136,"260,000.00",1,1,2,30,-1,0
13137,"300,000.00",1,1,1,34,0,0
13138,"310,000.00",2,2,2,27,0,0
13139,"140,000.00",2,1,1,32,0,0
13140,"200,000.00",2,2,1,50,-1,1
13141,"230,000.00",1,2,1,39,-1,0
13142,"50,000.00",1,2,2,27,0,0
13143,"180,000.00",2,2,1,29,0,0
13144,"100,000.00",1,1,2,26,0,0
13145,"80,000.00",2,2,1,49,-1,1
13146,"350,000.00",2,1,2,39,-1,0
13147,"140,000.00",2,2,2,32,-1,1
13148,"360,000.00",2,1,2,29,0,0
13150,"130,000.00",2,1,2,25,0,0
13151,"320,000.00",1,1,1,41,0,0
13152,"180,000.00",2,2,1,34,1,1
13153,"180,000.00",2,1,1,39,0,0
13154,"150,000.00",2,2,1,39,2,1
13155,"80,000.00",1,2,2,27,1,0
13156,"70,000.00",1,1,2,50,0,0
13157,"150,000.00",1,2,1,66,0,0
13158,"480,000.00",2,3,1,36,-1,0
13159,"50,000.00",2,3,2,45,0,0
13160,"100,000.00",2,1,2,28,1,1
13161,"50,000.00",2,3,2,26,0,0
13162,"280,000.00",1,1,2,28,0,0
13163,"20,000.00",2,2,1,48,-1,0
13164,"30,000.00",1,3,1,50,-1,1
13165,"70,000.00",2,2,1,38,0,0
13166,"30,000.00",1,3,2,59,0,0
13167,"200,000.00",2,1,1,64,1,0
13168,"210,000.00",1,1,2,30,1,0
13169,"210,000.00",2,1,1,66,0,0
13170,"470,000.00",1,1,1,39,-1,0
13171,"50,000.00",1,2,2,38,0,0
13172,"240,000.00",2,2,1,37,-1,0
13173,"60,000.00",1,3,1,38,2,1
13174,"100,000.00",2,2,1,33,2,0
13175,"200,000.00",2,2,2,25,0,0
13176,"130,000.00",1,1,1,58,0,0
13177,"50,000.00",1,2,2,24,0,0
13178,"300,000.00",2,1,2,34,2,1
13179,"210,000.00",1,1,2,32,-1,0
13180,"70,000.00",1,1,2,27,0,0
13181,"100,000.00",2,3,2,49,-1,0
13182,"30,000.00",2,2,1,25,0,0
13183,"200,000.00",1,1,2,30,-1,0
13184,"360,000.00",1,2,1,36,-1,0
13185,"20,000.00",1,2,2,24,3,1
13186,"150,000.00",2,1,2,32,1,1
13187,"750,000.00",2,1,2,28,1,0
13188,"100,000.00",1,2,2,24,0,0
13189,"300,000.00",1,2,1,36,1,1
13190,"90,000.00",2,2,2,55,0,0
13191,"50,000.00",1,2,2,28,0,0
13192,"120,000.00",2,2,1,48,0,0
13193,"120,000.00",2,2,1,39,0,0
13194,"30,000.00",1,2,1,42,0,1
13195,"220,000.00",1,2,1,43,0,0
13196,"180,000.00",2,2,2,31,1,1
13197,"20,000.00",1,3,2,52,2,1
13198,"140,000.00",2,2,2,26,0,0
13199,"400,000.00",2,2,1,46,-1,0
13200,"180,000.00",2,1,2,27,-1,0
13201,"340,000.00",2,2,1,36,1,0
13202,"250,000.00",1,3,2,46,0,0
13203,"50,000.00",2,2,1,50,0,0
13204,"220,000.00",2,1,2,24,0,0
13205,"400,000.00",1,2,2,35,0,0
13206,"320,000.00",2,1,1,37,-2,0
13207,"260,000.00",2,2,1,40,-1,0
13208,"350,000.00",1,1,1,42,-1,0
13209,"30,000.00",1,2,2,34,0,0
13210,"10,000.00",1,2,2,24,0,1
13211,"50,000.00",2,2,2,23,0,0
13212,"30,000.00",2,3,2,23,0,0
13213,"350,000.00",1,1,2,35,2,0
13214,"410,000.00",1,1,1,37,-1,0
13215,"130,000.00",2,3,1,35,0,0
13216,"80,000.00",2,3,2,28,0,0
13217,"380,000.00",2,2,1,51,1,0
13218,"320,000.00",2,1,1,42,1,0
13219,"20,000.00",1,1,2,23,2,1
13220,"50,000.00",1,2,2,32,0,0
13221,"30,000.00",1,2,2,25,0,0
13222,"50,000.00",1,2,2,24,1,0
13223,"50,000.00",1,2,2,41,0,0
13224,"50,000.00",1,2,1,51,0,0
13225,"200,000.00",1,1,2,27,0,0
13226,"80,000.00",1,2,2,29,0,0
13228,"180,000.00",2,2,2,28,-2,0
13229,"230,000.00",2,1,2,33,0,0
13230,"180,000.00",2,2,2,33,-1,0
13231,"90,000.00",2,2,2,23,0,1
13232,"20,000.00",1,2,2,23,2,1
13233,"100,000.00",1,2,2,32,1,1
13234,"60,000.00",1,3,2,44,0,0
13235,"130,000.00",2,2,2,35,0,1
13236,"50,000.00",2,2,1,55,0,1
13237,"70,000.00",2,1,2,23,0,0
13238,"360,000.00",2,2,2,53,-1,0
13239,"20,000.00",1,1,2,22,1,1
13240,"20,000.00",1,3,2,34,-1,1
13241,"440,000.00",2,3,2,36,0,0
13242,"400,000.00",1,1,1,41,-1,0
13243,"170,000.00",2,1,2,29,0,0
13244,"200,000.00",1,2,1,32,-1,0
13245,"220,000.00",2,1,1,41,-1,0
13246,"280,000.00",2,2,1,31,0,0
13247,"360,000.00",1,1,2,29,0,0
13248,"20,000.00",1,2,1,51,1,0
13249,"290,000.00",2,1,1,44,-2,0
13250,"380,000.00",2,2,1,33,1,0
13251,"180,000.00",1,1,2,28,0,0
13252,"120,000.00",2,1,2,26,0,0
13253,"50,000.00",2,2,2,27,0,0
13254,"20,000.00",1,1,1,48,2,1
13255,"20,000.00",1,2,2,25,1,0
13256,"170,000.00",2,2,2,29,0,0
13257,"180,000.00",2,2,2,24,0,0
13258,"200,000.00",1,1,2,36,1,0
13259,"200,000.00",1,2,1,55,1,1
13260,"360,000.00",2,1,2,26,-2,1
13261,"10,000.00",2,2,2,26,0,0
13262,"60,000.00",2,2,1,60,8,0
13263,"40,000.00",2,2,1,24,2,1
13264,"100,000.00",1,2,2,39,-1,0
13265,"50,000.00",2,2,2,23,0,0
13266,"300,000.00",1,1,2,29,-2,0
13267,"110,000.00",1,3,2,29,0,1
13268,"120,000.00",1,1,1,37,0,0
13269,"150,000.00",1,2,1,45,0,0
13270,"230,000.00",2,2,2,30,-1,0
13271,"180,000.00",2,2,1,35,0,0
13272,"320,000.00",2,2,2,33,-1,0
13273,"80,000.00",2,1,2,23,1,0
13274,"160,000.00",2,1,2,29,-1,0
13275,"50,000.00",2,2,2,23,0,1
13276,"180,000.00",1,2,2,26,-1,0
13277,"110,000.00",1,3,2,26,0,0
13278,"150,000.00",1,1,2,32,-1,0
13279,"210,000.00",2,3,1,52,-1,0
13280,"10,000.00",1,2,2,43,2,1
13281,"30,000.00",2,2,2,22,-2,0
13282,"450,000.00",2,1,2,36,-1,1
13283,"110,000.00",2,1,2,25,1,0
13284,"270,000.00",2,2,1,37,0,0
13285,"50,000.00",2,3,1,46,0,0
13287,"360,000.00",2,2,2,30,-2,0
13288,"110,000.00",2,2,1,32,1,1
13289,"180,000.00",2,3,2,55,-1,0
13290,"230,000.00",2,1,1,34,2,0
13291,"20,000.00",2,3,1,41,0,0
13292,"50,000.00",2,1,2,22,2,1
13293,"10,000.00",1,3,2,31,0,0
13294,"320,000.00",1,1,1,46,0,0
13295,"280,000.00",2,1,2,26,0,0
13296,"20,000.00",1,2,1,28,0,0
13297,"70,000.00",1,2,2,36,0,0
13298,"80,000.00",2,2,2,36,0,0
13299,"200,000.00",2,1,2,25,-1,0
13300,"30,000.00",1,2,2,24,0,0
13301,"100,000.00",2,2,1,41,1,1
13302,"110,000.00",1,1,2,26,0,0
13303,"300,000.00",2,1,1,33,-1,0
13304,"300,000.00",2,2,1,31,0,0
13305,"340,000.00",2,1,2,29,0,0
13306,"270,000.00",1,1,1,37,-1,1
13307,"100,000.00",1,2,2,26,0,0
13308,"50,000.00",1,1,1,33,1,0
13309,"360,000.00",2,2,1,40,0,0
13310,"90,000.00",2,2,1,49,0,0
13311,"140,000.00",1,2,1,42,0,0
13312,"150,000.00",2,1,2,28,-1,0
13313,"50,000.00",1,3,2,34,-2,0
13314,"30,000.00",2,3,2,26,2,1
13315,"230,000.00",2,2,1,54,-2,0
13316,"240,000.00",2,2,1,40,-2,1
13317,"200,000.00",2,1,1,44,-1,0
13318,"330,000.00",1,2,1,42,-1,0
13319,"110,000.00",1,1,1,29,0,0
13320,"200,000.00",2,3,1,54,0,0
13322,"70,000.00",2,1,2,27,0,0
13323,"360,000.00",2,2,1,59,1,1
13324,"50,000.00",2,2,2,54,0,1
13325,"80,000.00",2,3,2,28,-1,0
13326,"200,000.00",2,2,1,69,0,0
13327,"50,000.00",1,2,2,27,0,1
13328,"30,000.00",1,1,2,27,0,0
13329,"390,000.00",2,1,2,31,0,1
13330,"380,000.00",2,1,1,42,2,1
13331,"20,000.00",2,2,1,46,0,1
13332,"80,000.00",2,2,2,31,0,1
13333,"50,000.00",2,2,1,49,0,0
13334,"50,000.00",2,1,1,25,0,0
13335,"200,000.00",1,2,2,44,-1,0
13336,"100,000.00",1,3,2,28,-1,1
13337,"180,000.00",1,1,2,31,-1,0
13338,"120,000.00",2,2,2,27,-1,0
13339,"390,000.00",2,2,2,31,1,0
13340,"250,000.00",2,2,1,37,-1,0
13341,"350,000.00",1,2,1,47,1,1
13342,"70,000.00",2,2,2,30,0,0
13343,"210,000.00",2,1,2,33,-2,0
13344,"180,000.00",1,1,2,29,0,0
13345,"80,000.00",1,1,2,25,-1,1
13346,"120,000.00",2,3,2,26,-1,0
13347,"210,000.00",2,1,1,23,-2,1
13348,"20,000.00",1,2,1,38,-1,0
13349,"150,000.00",2,1,1,38,-1,1
13350,"390,000.00",1,1,1,38,0,0
13351,"310,000.00",2,1,2,36,-1,0
13352,"230,000.00",2,1,2,27,0,0
13353,"90,000.00",2,2,1,51,0,0
13354,"140,000.00",1,1,2,29,0,0
13355,"150,000.00",2,1,2,28,0,0
13356,"130,000.00",1,2,2,27,0,0
13357,"210,000.00",2,1,2,27,-1,0
13358,"100,000.00",2,1,2,25,1,0
13360,"200,000.00",2,1,2,29,0,0
13361,"80,000.00",2,2,2,27,0,0
13362,"230,000.00",1,1,2,27,-1,0
13364,"260,000.00",2,2,2,33,-2,0
13365,"110,000.00",1,2,2,23,0,0
13366,"20,000.00",1,3,1,56,0,0
13367,"360,000.00",2,2,1,42,1,0
13368,"160,000.00",1,1,1,36,0,0
13369,"10,000.00",1,2,2,35,0,0
13370,"150,000.00",1,1,1,31,2,1
13371,"500,000.00",1,1,1,35,-2,1
13372,"500,000.00",1,1,1,69,-1,0
13373,"360,000.00",2,2,2,28,0,0
13374,"50,000.00",2,1,2,28,0,0
13375,"270,000.00",2,1,1,35,2,0
13376,"10,000.00",2,3,1,58,0,0
13377,"30,000.00",2,2,1,29,0,0
13378,"80,000.00",2,3,1,30,1,0
13379,"360,000.00",2,2,1,27,-1,0
13380,"120,000.00",2,1,2,26,0,0
13381,"400,000.00",2,2,2,35,0,1
13382,"500,000.00",2,2,2,26,0,0
13383,"140,000.00",1,3,1,54,-1,0
13384,"110,000.00",1,2,2,27,0,0
13385,"30,000.00",1,2,2,34,0,0
13386,"140,000.00",2,1,1,56,0,0
13387,"150,000.00",2,3,1,39,0,0
13388,"280,000.00",1,3,1,37,0,1
13389,"20,000.00",1,3,1,45,-1,0
13390,"340,000.00",2,3,1,36,-1,0
13391,"60,000.00",1,2,2,25,2,1
13392,"20,000.00",1,1,1,62,0,0
13393,"50,000.00",2,1,2,25,0,0
13394,"200,000.00",2,2,1,35,0,0
13395,"180,000.00",2,1,2,30,0,0
13396,"240,000.00",2,1,1,34,0,0
13397,"360,000.00",1,2,2,32,0,0
13398,"50,000.00",2,2,1,26,0,0
13399,"100,000.00",1,3,2,50,0,0
13400,"80,000.00",2,3,2,26,1,1
13401,"50,000.00",2,3,1,32,2,1
13402,"420,000.00",2,3,2,27,-2,1
13403,"190,000.00",2,1,1,35,-1,0
13404,"180,000.00",2,2,1,33,1,0
13405,"40,000.00",2,1,2,22,0,1
13406,"50,000.00",1,2,2,43,1,1
13407,"10,000.00",1,2,2,23,2,1
13408,"200,000.00",2,1,2,39,0,0
13409,"120,000.00",1,3,1,39,-1,0
13410,"100,000.00",2,2,1,48,2,0
13411,"100,000.00",2,1,2,24,0,0
13412,"360,000.00",1,1,2,29,0,0
13413,"100,000.00",2,2,1,28,-1,1
13414,"290,000.00",2,2,1,49,-1,1
13415,"240,000.00",1,1,2,34,1,0
13416,"290,000.00",2,2,1,37,0,0
13417,"500,000.00",2,2,2,33,-2,0
13418,"50,000.00",1,2,1,32,1,1
13419,"220,000.00",2,2,2,30,0,0
13420,"20,000.00",1,2,1,44,0,1
13421,"420,000.00",2,2,1,36,0,0
13422,"100,000.00",2,1,2,29,2,0
13423,"230,000.00",2,1,1,43,-1,1
13424,"50,000.00",2,2,1,53,0,1
13425,"70,000.00",1,1,1,42,0,0
13426,"180,000.00",1,1,2,31,-1,0
13427,"90,000.00",1,1,2,27,-1,0
13428,"50,000.00",1,2,2,24,0,0
13429,"50,000.00",2,3,2,22,2,0
13430,"60,000.00",2,1,2,26,1,0
13431,"50,000.00",2,3,2,41,2,1
13432,"300,000.00",2,1,1,58,-2,0
13433,"30,000.00",2,1,2,36,0,1
13434,"10,000.00",1,1,2,25,0,0
13435,"70,000.00",1,1,2,30,0,0
13436,"160,000.00",1,2,2,32,0,0
13437,"260,000.00",1,2,2,30,0,0
13438,"360,000.00",1,1,2,39,0,0
13439,"60,000.00",2,3,1,30,1,0
13440,"180,000.00",2,2,2,39,0,0
13441,"40,000.00",2,2,2,23,2,1
13442,"160,000.00",1,2,2,36,-1,0
13443,"610,000.00",2,1,2,35,0,0
13444,"50,000.00",2,3,2,35,0,0
13445,"320,000.00",1,1,1,48,2,1
13446,"150,000.00",1,1,2,29,-1,0
13447,"170,000.00",1,1,1,36,-1,0
13448,"500,000.00",1,2,1,53,-2,0
13449,"200,000.00",1,2,1,57,-1,0
13450,"290,000.00",2,1,2,27,0,0
13451,"40,000.00",2,2,2,53,3,0
13452,"300,000.00",2,1,2,30,-1,0
13453,"50,000.00",1,3,2,32,2,1
13454,"20,000.00",1,2,2,29,0,0
13455,"30,000.00",2,2,1,22,1,0
13456,"140,000.00",1,2,2,34,1,0
13457,"80,000.00",1,2,1,32,-1,0
13458,"260,000.00",2,2,2,35,1,0
13459,"130,000.00",2,1,2,27,1,1
13460,"380,000.00",2,3,2,39,0,0
13461,"200,000.00",1,2,1,36,1,0
13462,"50,000.00",2,3,1,46,0,0
13463,"50,000.00",1,1,2,25,0,0
13464,"90,000.00",2,2,1,26,0,0
13465,"20,000.00",1,1,2,25,1,1
13466,"140,000.00",2,2,1,26,0,0
13468,"230,000.00",1,1,2,28,0,0
13469,"100,000.00",1,3,1,36,2,1
13470,"240,000.00",2,1,2,46,2,0
13471,"200,000.00",1,1,1,36,-2,1
13472,"80,000.00",1,1,2,26,0,0
13473,"360,000.00",1,1,1,56,-1,0
13474,"150,000.00",1,2,2,37,0,0
13475,"130,000.00",1,2,2,27,0,0
13476,"30,000.00",2,2,1,56,0,0
13477,"250,000.00",1,1,2,33,0,0
13478,"500,000.00",1,1,1,42,-2,1
13480,"390,000.00",1,1,1,41,2,1
13481,"390,000.00",2,1,2,27,0,0
13482,"360,000.00",1,2,2,37,1,0
13483,"90,000.00",2,2,1,25,0,0
13484,"100,000.00",2,3,1,35,0,0
13485,"30,000.00",1,3,1,31,2,0
13486,"160,000.00",1,3,2,25,0,0
13487,"20,000.00",1,1,2,26,1,0
13488,"240,000.00",2,1,2,36,0,0
13489,"80,000.00",1,1,2,26,2,1
13490,"30,000.00",2,2,2,22,0,0
13491,"150,000.00",1,2,1,45,0,0
13492,"160,000.00",2,2,2,28,0,0
13493,"20,000.00",2,1,1,58,0,0
13494,"230,000.00",1,1,1,45,0,0
13495,"100,000.00",2,2,1,46,0,0
13496,"420,000.00",1,2,2,39,0,0
13497,"480,000.00",2,2,1,37,-1,0
13498,"10,000.00",1,3,1,37,-1,1
13499,"180,000.00",2,3,1,41,2,1
13500,"200,000.00",1,1,2,32,-2,0
13501,"140,000.00",1,2,2,36,1,1
13502,"20,000.00",2,1,1,23,0,0
13503,"80,000.00",2,1,2,39,-2,0
13504,"10,000.00",2,2,1,29,0,1
13505,"50,000.00",1,2,1,35,-1,1
13506,"340,000.00",1,3,2,38,-2,0
13507,"330,000.00",2,2,2,39,0,0
13508,"230,000.00",2,1,1,47,-1,0
13509,"360,000.00",1,1,2,40,1,0
13511,"500,000.00",1,1,2,42,2,1
13512,"200,000.00",1,1,1,42,-1,0
13513,"50,000.00",2,2,1,55,0,1
13514,"240,000.00",2,3,2,36,0,1
13515,"290,000.00",2,1,1,45,-1,0
13516,"20,000.00",2,3,2,24,1,1
13517,"60,000.00",2,3,2,49,1,0
13518,"160,000.00",1,2,2,24,0,0
13519,"200,000.00",2,1,2,31,-1,0
13520,"70,000.00",2,2,1,33,0,0
13521,"140,000.00",1,1,2,35,0,0
13522,"460,000.00",1,1,1,44,-1,0
13523,"160,000.00",2,2,2,36,-2,0
13524,"200,000.00",2,2,1,40,-1,0
13525,"80,000.00",2,3,2,55,0,0
13526,"310,000.00",2,1,1,47,-2,0
13527,"290,000.00",2,2,1,29,2,1
13528,"120,000.00",1,1,2,27,0,0
